,Cover_Type
185175,1
172016,0
296512,6
38901,0
564062,1
277713,2
338715,0
340277,0
188414,1
57499,0
360784,1
541205,0
333647,0
72339,1
502823,0
518767,6
133558,1
474399,1
400673,0
152418,1
309156,5
453271,1
393839,1
504755,0
125637,1
242199,4
8078,0
229669,0
336787,1
274402,2
396096,5
570826,1
191356,0
302027,1
51000,1
346719,0
436657,0
185816,1
110834,1
395667,0
292618,2
377269,1
489997,6
455888,0
391127,1
224989,1
555841,1
470177,1
226185,1
488721,0
289823,5
435808,1
395375,1
260911,0
27221,1
79700,0
329107,0
452784,1
536774,0
411883,0
454037,0
57116,1
466270,0
65620,1
174147,1
49771,0
148892,0
133730,1
212540,1
137567,1
350339,0
366054,0
243892,1
108054,1
224800,5
352721,0
333991,0
564805,1
275924,1
335391,1
3954,3
143353,1
413445,0
511996,1
439971,0
8813,6
67107,1
189549,0
214165,1
21448,1
272703,2
398230,0
213764,1
53426,1
12345,2
559601,1
436858,1
421946,1
286849,1
14320,0
414394,0
514095,0
35668,1
15912,1
132392,1
440515,0
10491,6
361273,6
132380,1
202406,1
335911,0
458876,0
98862,1
546540,0
44873,1
237723,1
57102,0
176378,1
50632,1
149831,0
386599,0
505544,0
348078,0
339089,1
238386,0
7022,6
298911,5
524185,0
553536,1
550362,1
554140,1
251610,1
1375,4
301757,5
391531,5
124810,1
402003,1
132984,1
510566,0
279736,0
381913,0
231827,1
342011,1
164677,0
404118,1
391014,1
13654,5
409784,0
70630,1
120168,1
496974,1
398325,0
320341,6
87716,1
419326,0
234047,6
338553,0
477047,6
252559,5
345225,1
232765,1
546065,1
4174,2
577324,2
552290,1
535343,0
578539,2
260505,1
140231,1
361039,0
486448,1
148111,1
56124,1
471363,0
477086,1
230337,1
273542,1
268272,5
473673,0
309667,5
249503,6
262386,0
311409,0
85417,1
279693,5
407765,0
436683,0
55976,0
38143,0
182373,0
446819,0
418336,0
110422,1
400451,0
243523,2
498939,1
62744,0
146149,1
293509,5
150710,0
331780,2
411681,1
76227,1
409379,0
47176,0
522320,0
512269,0
19296,1
227120,1
397550,1
94683,1
187666,0
543157,1
335972,1
349717,1
165272,1
543578,1
451699,1
158960,0
163090,1
491586,1
469507,0
310247,1
114810,1
527226,0
400758,1
435073,1
406743,0
228892,1
314024,1
80220,1
135095,1
362693,1
223461,2
207201,0
213837,1
378207,1
135020,1
392871,0
232819,1
95521,1
557247,1
406745,0
411959,1
474635,0
453416,6
330691,1
3647,3
270872,0
428861,2
223073,0
418592,1
524743,6
43124,1
103850,1
74893,0
311159,1
18017,1
26315,1
435186,0
311420,0
158265,0
64310,1
154377,1
498509,6
444653,0
361791,0
56744,1
221540,1
447732,0
514340,0
205989,0
470936,0
535501,0
101322,1
99941,1
410609,0
94572,1
321759,1
53685,1
563927,1
328884,1
463641,0
79719,1
547786,1
339807,0
242354,1
30005,1
318399,0
121516,1
525631,0
396962,1
192783,0
395122,0
149908,0
254895,2
358526,0
161192,1
56187,1
562264,1
216118,0
232283,1
40837,0
460349,0
410294,0
458629,6
376849,0
248388,4
287058,2
70299,1
567176,1
276457,1
196271,1
508297,0
345051,1
272414,0
261249,2
426245,1
518068,0
507005,0
406658,0
449168,0
547968,0
24879,1
102717,1
269845,0
40803,1
469709,1
314318,0
232437,1
25238,1
232220,1
197242,0
487299,6
354625,0
434203,0
506113,1
135373,1
434836,0
125986,1
356875,0
270078,1
313183,0
124807,1
413976,0
570652,2
396115,2
214710,1
218035,1
407666,2
519790,1
458495,0
553300,1
452532,0
91109,1
267295,2
5664,3
221482,0
511440,0
434561,0
358573,2
16907,1
282671,0
202170,1
125067,0
196439,0
47981,1
16300,1
577163,2
146269,1
534477,0
92844,1
191582,1
318899,1
93175,0
407549,1
497568,1
476451,6
89038,1
221845,0
130945,1
559270,1
358169,1
389069,0
132587,1
542480,6
453391,0
382926,1
239485,1
210524,1
287557,5
228291,0
74759,1
144261,0
335950,1
60767,0
414044,1
353716,0
423325,0
409201,0
443035,0
578746,2
361490,1
47131,0
524074,1
9667,6
526141,0
169000,1
458438,0
469708,1
102279,0
77605,1
61800,1
337866,0
365313,6
288037,2
101105,1
14750,0
143994,1
225663,1
193934,1
553124,1
163004,1
357119,0
426087,0
21377,1
183810,0
46320,0
335039,0
153643,1
479671,0
518274,0
233937,1
555710,0
361663,0
322292,1
558983,1
495264,0
73878,1
146050,1
429554,0
11685,0
152559,1
370359,1
376848,0
172456,1
248095,1
289492,0
351308,0
135539,1
346254,1
85409,1
91682,0
42774,0
169981,0
186400,0
453724,1
22274,1
322075,0
13326,5
330784,0
357587,1
537180,0
359795,2
45949,0
203591,1
51849,1
131647,1
264093,2
87066,0
238206,1
346243,1
123573,1
411480,0
534159,0
437423,0
105390,1
530189,0
351003,1
383820,0
64496,1
85016,1
112096,1
57252,1
443403,0
317278,1
142902,1
473507,0
553619,1
27668,1
323357,2
92044,1
152995,0
260053,2
435388,0
431305,0
57172,0
490322,1
92682,1
29341,1
576012,5
160478,1
186677,0
576317,2
574346,5
408903,0
562393,1
197823,0
103879,1
413812,4
39718,0
207886,0
245169,4
559436,1
308587,0
37978,1
94085,1
14508,0
146342,0
328601,0
172061,1
254624,1
21170,1
30770,1
421323,1
268976,1
416539,1
264985,2
570641,1
56584,0
92385,1
178663,0
381432,6
177171,0
85404,1
165363,1
522627,1
354600,1
419675,5
223722,1
566268,5
501642,0
333192,1
143228,0
312350,1
312006,0
169770,1
204850,0
179992,0
533294,0
466296,1
194492,0
534225,0
141861,1
124480,0
391804,1
173795,1
2744,3
197322,0
41091,1
414780,0
141390,0
166370,0
529506,0
472415,0
73993,1
304552,1
502029,0
363851,1
209453,0
400495,6
57648,1
68790,0
214464,1
473100,1
513527,0
160839,1
548764,0
361746,1
389184,0
531356,1
384705,6
372345,1
52687,1
90946,1
239823,4
524356,0
469564,0
552248,1
86363,1
147334,0
374545,0
491155,1
318180,0
303514,1
559182,1
242033,2
127670,0
542184,0
384385,5
298742,1
424327,0
191570,1
357304,2
159958,1
360033,1
136640,1
63392,1
340767,1
455741,0
390628,0
548740,1
403437,0
101819,1
59614,0
360866,1
157665,1
223471,2
51723,1
467489,0
523128,0
7243,0
385241,1
204135,0
117208,1
556410,1
234644,1
463107,6
456078,6
550823,0
12284,1
100306,0
111772,1
20620,1
469580,0
420008,1
154087,1
255733,1
134780,1
91434,1
571238,1
66523,1
439530,0
419152,1
218411,1
549239,1
341298,0
379490,0
29926,1
560870,1
262494,1
95256,1
204215,0
157475,0
557423,0
70640,1
313050,5
412688,0
199487,0
273402,0
48299,0
65042,1
577383,2
527545,0
73721,0
508466,1
98597,0
65011,1
155926,1
418538,0
544995,6
424694,1
55190,1
339366,0
264670,6
207996,0
341582,0
114600,1
28710,1
205428,0
169750,0
147921,0
270481,0
145874,1
465359,0
173596,1
434976,1
263780,0
572249,5
482679,1
256314,0
16060,1
279130,6
571683,1
103381,1
419828,0
121166,1
219118,1
499155,1
1896,5
30660,1
249887,1
125972,1
176548,1
108515,1
403406,0
503072,0
461658,6
422428,1
433323,0
294760,1
225364,0
386942,1
336761,2
21508,1
118585,1
69191,1
271521,4
313233,0
370366,1
506767,1
457949,1
102770,1
403614,1
63262,0
186496,0
560109,0
292765,0
222789,1
443249,0
53430,1
165637,1
333680,1
10205,4
441648,0
432009,0
501614,0
518198,0
194612,0
177932,0
441856,0
218979,0
214876,0
335389,1
278800,1
225673,5
528861,0
441906,1
189423,0
14823,6
413329,1
60593,1
385175,1
514298,0
70378,0
442270,0
127829,1
573131,2
37641,1
423161,1
282512,5
443651,1
102321,1
277519,1
439564,0
155165,1
62196,1
397070,0
410770,0
64265,0
545492,0
348234,5
147744,1
392492,0
260723,2
137648,1
450906,0
337333,4
128211,1
425203,1
292386,0
466833,0
54458,1
209275,1
550214,0
552400,0
252814,1
250101,6
386914,1
449983,0
555742,0
14375,0
491006,0
105653,1
320643,2
146025,0
537880,0
161868,1
553376,0
4821,2
76167,1
141333,1
387456,0
417226,1
499176,1
485825,1
115772,0
18490,1
424367,0
264249,0
222114,1
435204,1
85821,1
344325,1
175638,0
578267,2
448775,1
259843,0
562889,0
510291,1
95248,1
494158,0
68263,1
520833,1
520611,0
382081,6
328440,0
25623,1
543564,6
17478,1
512992,1
506522,0
514155,1
28327,1
273378,6
161867,0
533323,0
449466,6
54765,1
511499,0
462811,0
139393,1
387589,1
488567,1
421601,0
447437,1
463142,6
111435,1
408534,0
36417,1
148481,1
288537,1
214982,6
42390,0
567244,1
60235,0
512832,0
81028,1
484802,1
165887,1
217740,1
568473,1
578920,2
440831,0
230328,1
412496,1
445187,0
295032,5
538277,1
258513,2
190187,1
192250,0
70240,1
182826,1
288282,5
509581,6
194478,1
462332,0
381190,0
89145,0
257115,1
80773,1
443140,0
356779,2
13049,3
361027,0
361331,0
512950,0
257282,2
461389,1
363068,0
398828,2
523639,0
330323,2
240598,5
357331,2
474541,1
238568,1
138877,1
49127,1
435210,1
256045,2
323037,0
233455,5
17501,1
542022,6
484562,0
234866,1
318341,1
468322,1
543973,0
39122,1
410936,0
292464,1
284856,5
263545,0
206925,0
451613,0
435773,0
84201,0
28742,1
299582,1
577698,2
558684,0
245322,1
233755,1
226572,1
339616,0
448293,1
189652,0
422226,0
31383,1
439940,0
239018,0
123463,1
271474,1
475028,1
211982,1
14899,5
566512,1
255292,1
170642,1
210083,0
161202,1
314142,1
163879,0
540725,0
23768,1
458116,6
453007,0
1310,0
326342,0
32108,1
3695,3
366565,1
443416,0
382407,2
160465,1
140954,1
187222,0
203653,0
267697,3
139619,1
416116,0
295246,1
576804,5
203207,1
576777,2
401555,2
55492,1
205551,0
381903,0
126300,0
6011,3
12502,3
505874,0
555235,1
505169,0
224031,1
502703,1
461546,0
252896,1
300483,2
96194,1
427408,1
277003,1
358644,0
196972,0
100579,0
94586,1
199053,0
278144,1
428838,1
352559,0
160830,0
20295,1
71754,1
344562,1
147535,1
142380,1
563125,1
226443,4
376896,1
112810,1
169551,1
144327,1
375697,1
47175,0
510474,0
568775,1
185306,0
380187,6
215290,1
67599,1
358444,1
291262,5
386152,0
119087,1
389915,1
297863,0
467926,0
428603,0
289902,0
365827,0
153918,1
122761,1
161400,1
156675,1
250325,1
459595,0
494838,0
293360,1
80570,1
149409,0
434100,0
547833,1
554206,1
322326,1
90605,1
537,1
236466,0
300031,1
495291,1
489526,1
261624,2
346915,1
496353,0
566555,1
436623,0
212348,0
50746,1
392093,1
19109,1
32275,0
100212,1
393158,0
198517,1
12605,4
386662,1
578313,2
105348,1
505185,6
436713,0
294151,2
520818,0
160752,0
428571,0
38274,1
320980,0
83357,1
504233,0
290511,0
551332,1
4072,3
45561,0
277841,2
546638,0
171883,1
40339,1
187054,0
461226,0
213874,0
416090,0
107174,1
243658,4
220777,1
115645,1
60036,1
285035,1
362043,0
439495,0
551281,1
160498,0
130354,0
373409,1
272463,1
525469,0
156845,1
83637,1
515586,0
422962,1
110179,1
518847,1
13580,0
520036,0
2119,0
383059,2
477131,1
365924,0
466983,0
457502,6
244704,1
425927,0
347721,0
236623,0
453622,0
476957,1
40349,1
352115,0
379280,1
302446,0
220094,1
543126,6
406319,1
31263,0
388719,0
114926,1
106752,1
59636,0
205425,0
440282,0
370894,1
35413,0
164341,1
330157,1
132481,1
45115,0
37207,1
497137,0
128255,1
349547,0
88958,1
281518,0
131450,0
120215,1
391780,0
224306,1
28981,1
2545,4
135343,1
53538,1
74141,1
458376,1
334150,0
140333,1
463411,1
226254,2
35310,1
441926,0
331022,2
468303,1
483603,0
41043,1
567994,1
354429,0
384606,1
385866,0
197095,1
243049,5
82610,1
469094,0
2034,4
484007,0
268345,0
461189,0
498412,1
282471,2
415073,0
205451,0
485562,6
420827,5
522774,0
317274,1
578846,2
354958,0
159951,1
182501,1
512560,0
80193,1
144708,1
408488,0
6944,2
50118,1
242,0
520787,0
553711,1
79035,1
334225,1
418131,6
139481,1
77849,0
385551,1
252007,1
228598,1
48568,1
384048,6
446271,0
31299,0
567882,1
286769,1
540252,0
518709,0
301585,1
438971,0
386546,4
67486,0
257595,1
144135,1
305768,5
551478,1
228540,5
291703,5
156095,1
186816,1
536979,0
574741,2
265485,2
280935,0
927,1
380906,1
23616,1
298276,0
54266,0
132611,1
94242,1
184570,1
88437,1
26361,1
158585,1
464732,0
163130,1
376723,6
491066,0
385735,2
445855,0
288742,2
388540,1
322545,1
459945,0
113951,1
526998,0
123050,1
379011,1
480671,6
42796,0
546439,0
252034,0
203656,0
505721,0
370469,1
511800,1
474365,1
443524,1
69276,1
418316,0
471275,0
330646,1
255533,2
517930,1
161350,1
561330,0
202336,0
65317,1
519808,1
302946,0
73321,4
48892,1
516290,0
176936,1
352879,4
496820,1
484061,0
43054,1
76120,1
225138,1
74366,1
522874,0
429817,1
483401,0
239274,5
35151,1
531900,0
376279,1
513446,0
401613,0
48771,1
439532,0
541423,0
50200,1
122395,0
41303,0
256879,0
477182,1
12667,2
133284,0
348485,0
176335,0
260896,1
501512,1
496468,1
332004,0
305012,1
401022,4
494469,1
529897,0
378035,0
280654,2
101911,1
496094,0
114029,1
190915,1
184229,0
441345,1
563345,1
147462,1
53962,0
105690,1
275324,4
427584,0
12087,4
449895,0
528200,1
328986,1
270607,2
19842,1
374963,1
397595,1
149056,1
170096,0
455193,0
238596,1
88251,1
518394,1
171794,1
363860,1
320550,1
99343,1
275671,0
216907,0
315144,0
105457,1
380226,1
403038,1
508106,0
551117,0
346675,1
376319,1
357574,1
224791,1
378480,0
470996,1
161608,1
101350,1
307363,1
540841,1
420604,1
434589,0
173196,1
550443,1
423093,1
346603,0
331628,1
569906,1
187142,0
413205,2
540558,6
74342,0
353021,2
115027,1
345626,0
426747,1
326537,6
381201,1
494184,1
484413,0
21077,1
216413,0
121879,1
52242,0
368949,6
412520,5
223740,1
302896,0
501721,0
125133,1
134340,0
456964,0
275039,5
372830,1
282378,2
87160,1
136406,1
72161,1
249992,2
253371,1
38603,0
129403,1
95377,1
137909,1
144906,0
399816,6
578597,2
53778,1
150667,0
529034,1
547636,1
135948,1
101640,1
392004,1
369739,0
375944,0
182761,1
255007,5
271403,0
413406,0
483987,1
155788,0
509431,0
304977,1
503329,0
308517,1
544741,1
312764,1
179846,1
357559,1
100963,1
143326,1
450819,1
72058,1
554416,0
571305,2
112863,1
150757,1
433936,0
543307,0
453250,1
307440,1
146034,0
370365,1
318535,1
277387,6
222293,1
121195,1
100925,1
3469,3
302990,1
510240,0
196430,0
182985,1
238339,5
92458,1
399144,6
126945,1
187210,0
305093,1
344543,1
237059,1
180834,0
504408,0
190967,0
294388,1
408286,1
516099,1
541861,1
64174,1
559839,5
179151,0
103634,1
530456,0
27343,1
384702,6
277552,1
247805,0
75920,1
508497,6
241710,1
123997,1
503127,0
433610,0
414729,1
541341,1
196827,0
322592,1
469858,1
142567,1
66708,1
309811,0
458300,0
215640,4
492986,0
331807,2
352032,1
89191,1
306378,0
32076,0
124154,1
162082,1
19337,1
432699,0
237170,1
487032,0
99119,1
157448,1
579446,2
321870,1
250919,1
122189,1
481312,0
205465,1
309939,0
367146,0
439089,1
329784,0
349162,0
486535,1
429492,0
572130,5
155408,1
355434,1
169927,1
306033,1
306665,5
309293,0
204496,0
237054,1
408827,0
190424,0
386771,6
566847,1
333857,2
413527,0
172913,1
74160,1
506507,0
287153,5
331373,1
174733,1
86650,1
553283,1
478017,1
232990,2
6769,4
356323,1
568047,1
542953,6
256548,1
181412,1
125395,1
216410,0
181750,0
154499,0
359499,6
142368,1
410849,1
463184,0
560586,0
73455,0
200471,1
19715,1
254425,2
411026,4
208175,1
283836,1
252425,2
2982,3
163644,1
228062,5
413225,5
455497,0
575847,2
481529,1
121057,1
348731,1
323278,1
358450,1
195982,1
428885,0
245787,1
331542,1
97833,1
539613,1
84161,0
369586,1
541665,0
202428,1
573645,2
525094,0
30637,1
113602,1
153169,1
444301,1
15551,1
211295,0
498725,0
558615,2
126358,1
28933,0
53695,1
494084,1
129692,1
189028,0
573902,2
189585,0
136238,1
107167,1
110290,0
47543,0
55985,1
48096,1
513883,0
559723,1
300024,1
369652,0
489909,1
174084,4
57785,0
168880,1
426713,0
154356,1
376021,0
320677,1
152555,1
4695,3
479998,1
135475,1
86153,1
473345,6
568647,1
195362,1
546354,0
340591,1
192066,0
35766,0
266547,1
170504,1
494081,1
323162,1
456759,0
33402,1
514124,0
149712,0
542316,1
359341,1
552084,1
335506,0
302271,2
328655,1
79352,1
452799,1
232390,5
450567,0
143620,1
569601,2
367573,0
75746,1
41744,1
548604,1
85599,1
552834,1
108568,0
572865,1
208953,0
545478,0
575519,5
132614,1
25971,0
281964,2
540053,6
5949,5
304542,1
410915,0
338981,0
434820,0
14850,1
574143,2
309629,1
349893,1
465190,0
506006,1
350942,6
33794,1
52366,1
85897,0
3498,3
416201,0
48215,1
541501,0
19592,1
377544,1
318111,0
200531,0
422191,0
156301,0
234665,1
278934,2
340976,0
400753,1
202285,0
421452,0
106871,0
312648,0
326964,0
141108,4
96573,1
292247,2
113579,1
347185,0
22320,1
495110,0
391503,1
232877,1
120101,1
77018,1
551967,0
577702,2
275711,0
353895,1
516354,0
285747,2
226446,1
345322,6
392372,0
48391,1
513851,0
240828,1
283650,2
488966,0
137913,1
357339,2
249101,1
455962,0
534009,1
73612,4
434705,0
268238,2
30236,1
315913,1
523976,1
446887,0
314575,1
136585,1
422114,0
317711,0
484678,1
214339,6
168337,0
322360,0
194269,0
436692,0
721,1
468203,0
360089,6
139584,1
167979,1
112257,1
120623,1
26123,1
152311,1
316107,1
391879,0
106475,1
8934,0
228300,0
235536,0
69967,1
243294,0
332712,1
8189,4
99511,1
332538,1
427903,1
2439,4
335465,0
107352,1
394716,2
129926,1
326732,4
411412,0
313553,1
332000,0
330357,2
188833,1
297844,0
16646,0
451652,0
230165,6
18946,1
258507,2
172866,1
227463,1
403300,1
82097,1
253018,2
283179,6
373429,0
205745,1
412891,0
106589,1
195644,0
35509,1
441924,0
128827,1
21709,0
171243,1
164059,0
413155,4
508966,1
360204,1
77056,1
264456,0
547676,0
431321,0
311566,0
398196,0
489888,1
411965,1
159156,0
256183,2
533704,0
134149,1
140669,1
246003,1
485771,1
40908,0
551183,1
505375,0
10609,6
172792,1
19784,0
263704,2
507628,1
223126,0
417482,0
570140,1
27532,1
314229,1
203194,0
31213,1
54926,0
385282,0
520140,0
173449,0
459977,0
432053,1
533336,0
442386,0
70674,0
451974,1
25535,1
417899,5
424279,1
190348,0
184130,0
322818,0
236372,5
323216,1
405158,0
210073,0
190859,0
150052,0
559067,1
521940,0
355347,1
171846,0
376402,1
181320,0
512963,1
233968,5
9114,6
351313,0
304935,1
119438,0
25254,1
305236,2
305471,0
456213,0
514086,0
375072,1
261093,2
58254,1
491411,0
168401,1
116791,1
73462,1
535428,1
189162,0
352582,0
504381,4
434864,0
453336,0
352929,1
285578,1
457744,0
230223,0
196259,1
63612,1
85548,0
83430,1
211275,6
344741,0
47623,1
488667,0
361470,1
17486,1
60162,0
95540,1
298602,5
231776,1
536763,0
395074,0
577795,2
5512,5
14283,0
337684,0
305958,0
426896,1
13362,1
219124,1
251948,2
518375,1
415706,0
360417,2
313782,0
248149,1
397661,1
2121,5
493905,0
67982,1
70023,0
575082,2
518954,1
272421,0
17849,4
14581,0
449264,1
53319,1
388583,0
224938,0
560907,1
55548,1
357520,1
186826,1
378379,1
172528,1
102593,0
180028,0
267310,0
340899,6
210408,0
351062,0
425792,4
573443,2
548308,1
569572,1
50991,1
263518,4
432005,0
210540,1
375705,1
255464,2
71095,1
329504,1
564633,1
569513,5
74001,0
248188,2
435666,0
572232,2
414063,0
347333,1
127522,1
23946,1
378770,6
106374,1
161649,1
36923,1
539514,6
319657,0
32210,1
257169,1
393402,2
402637,1
436097,0
275489,2
137916,1
408579,0
116877,1
27344,1
365696,0
220653,0
72746,1
232302,1
478733,1
213637,0
288318,0
68000,1
301292,5
46985,1
111908,1
531456,0
246625,2
211545,0
144232,1
187397,0
313895,1
384601,0
440324,1
506295,6
129515,0
372056,1
12708,3
66885,1
75894,1
323804,1
210235,1
54751,0
335056,0
257712,1
32054,1
68525,0
129142,0
550654,0
283197,0
326410,1
153977,1
309425,0
91489,1
187116,0
470830,6
183422,0
72882,0
284084,5
220525,1
151721,1
362951,1
546733,1
6790,4
538035,0
369110,0
292904,1
564428,0
333779,0
343696,1
274804,0
6181,1
209328,1
448247,0
157987,1
70627,1
146168,1
206476,0
246805,1
109513,4
481906,1
551887,0
59804,0
293675,2
319518,1
22687,1
315486,1
555432,1
258354,1
180490,0
449950,6
575191,2
515026,0
410240,0
62715,1
439073,1
133902,1
191301,0
241218,4
441614,0
422808,6
575621,2
438568,0
554685,1
382299,1
215882,1
276445,0
524576,0
405209,0
250570,2
200715,0
236815,1
416884,0
79282,1
383958,0
267234,2
500488,4
29181,1
1047,1
42312,1
562728,1
26819,1
337324,1
568915,1
207325,0
90802,1
184298,1
407659,2
470068,0
58792,1
133313,1
117054,1
564748,0
185885,0
344612,1
258496,2
327573,2
284534,1
308925,0
395637,1
175619,0
24580,1
460182,0
553056,1
260452,1
153742,1
307316,0
265591,0
544008,0
286311,0
412343,0
432282,0
378841,6
546186,1
356996,0
214888,0
524644,0
552241,1
201296,0
189494,4
536674,0
233440,1
282842,1
3243,3
189075,0
487596,1
531762,1
245710,1
479313,1
379371,0
328033,1
418383,1
219910,2
285160,2
553141,1
542183,0
330797,0
77544,0
487765,0
192581,1
177307,1
43884,1
444500,0
195312,0
533863,0
308461,0
115409,1
278652,0
417866,1
416909,0
458671,0
29141,1
159767,0
251986,0
325551,0
482763,0
176892,0
481205,6
520169,0
332902,0
520423,0
348071,1
504657,0
129746,1
515269,0
62013,0
508771,0
202207,1
385141,1
321882,4
27542,1
288234,5
565739,1
291840,0
294906,5
299901,1
574370,2
58259,1
542832,0
241818,0
197139,0
191010,0
72964,1
2058,1
255459,2
468029,0
463530,1
310659,0
477935,6
66187,1
433449,1
166004,0
382387,1
180392,0
112794,1
68424,1
52689,1
448387,1
52975,1
54813,1
12945,0
458390,1
183931,0
217070,1
127310,1
5698,2
86966,1
283260,1
429622,0
308480,0
273807,2
116272,1
406164,1
68467,0
141658,1
151499,0
117776,1
361987,1
139863,1
452188,0
565820,1
450315,1
486663,0
488095,1
140486,1
172686,0
42794,0
358658,0
224408,0
313100,2
133046,0
309691,1
473439,1
48783,1
160147,1
142240,1
296626,1
446735,0
208911,0
400331,1
68421,1
411487,0
197896,0
132232,1
197301,1
524736,0
476146,6
293759,0
347043,2
102863,1
530366,6
429391,1
508380,1
500208,6
1912,6
312599,0
563656,0
33421,1
251655,0
97893,1
183186,0
63160,0
20871,1
293477,1
378808,0
242347,1
512718,1
235035,6
181011,0
543627,0
93070,1
161572,1
75382,1
289085,1
231624,6
439687,1
217134,1
273475,0
33918,1
549763,1
443890,0
225550,1
6178,5
445412,0
507283,1
501125,0
195520,1
326855,1
137814,1
245163,4
412226,0
360096,6
173460,1
51820,1
193892,0
445271,1
213249,1
149845,0
167187,0
96719,1
448296,0
286439,2
336961,0
511480,0
414700,0
230400,0
409263,0
75312,1
411027,4
71574,0
105568,0
116113,0
42039,0
417212,1
216686,6
435799,1
209677,0
326940,0
416329,1
210923,0
62107,1
456674,6
558266,2
512339,0
211001,0
256350,1
447023,1
494755,1
267694,2
146016,0
110381,1
500522,0
293175,5
188758,1
286966,2
501519,0
439235,0
365584,1
508816,0
5724,3
427605,0
377350,0
480053,1
132443,1
64238,1
354116,4
417682,0
162368,1
258072,1
184684,1
549230,1
352660,1
501183,1
247332,0
207103,1
158015,0
153670,1
476917,1
139666,0
147026,0
580372,2
363585,1
70458,1
10842,2
38227,1
89837,1
385553,1
42194,0
106096,1
1762,6
492463,1
145864,1
376621,1
551308,0
235747,1
144040,1
245121,1
35624,1
8177,0
543198,0
90301,1
396573,0
371998,1
228394,1
120616,0
518135,0
344653,4
47514,0
322477,1
302648,1
94069,1
236349,5
23081,1
454798,1
359929,1
187193,0
350856,0
344559,0
480548,1
227134,1
424467,0
162452,0
573052,5
352569,0
157369,1
64665,0
351917,0
369868,1
544199,1
154979,1
296613,1
85740,1
345558,1
257603,1
321375,1
523718,0
480680,6
62624,1
275944,2
371601,5
148705,0
454686,0
445785,0
429405,1
486332,1
186265,1
295255,1
142813,1
160033,1
45893,0
379445,6
283846,1
235432,5
273102,1
121065,0
102588,0
217283,0
410479,0
568853,1
555887,1
373806,1
354716,1
343111,0
463768,0
335768,0
251119,1
443244,0
137538,0
384828,0
100322,1
67836,1
572921,2
120467,1
26682,1
547857,1
198476,0
140283,1
150643,0
505584,0
243839,1
284305,6
270116,2
378112,6
366634,1
139879,1
56036,1
292391,1
211389,1
115168,1
387806,1
13944,6
31787,1
318819,0
294409,2
390483,0
258793,1
431164,1
338397,1
109251,0
506279,1
148350,1
220118,1
258489,2
524387,1
52367,1
468371,1
96585,1
241649,1
17616,1
276466,4
368941,0
48256,1
334426,1
371296,0
411795,1
403855,0
180256,0
476115,0
453141,0
500717,0
146423,1
317090,6
389810,4
391201,0
212063,0
341047,0
366367,1
72440,1
94759,1
99759,1
394589,1
50925,1
580597,2
378850,6
238313,2
82404,1
316802,0
403873,6
76325,1
463867,0
98832,1
536539,1
249918,2
505231,0
540356,1
460084,6
205526,0
533680,0
168954,1
202530,0
361662,0
430483,0
271696,2
491383,0
145954,0
372959,1
81679,0
294482,2
269781,6
578484,2
49218,1
65147,1
566144,2
559060,0
155859,1
554741,0
365111,0
178853,1
177766,1
504059,1
516563,0
98117,1
430843,0
506722,1
13632,1
272268,5
316356,1
298547,2
188313,1
403059,0
84156,0
112795,1
297285,5
227251,0
131994,1
568953,5
510245,0
325074,1
517739,0
174667,0
319669,0
360127,0
375080,1
80184,1
543151,0
488207,0
571429,5
316630,1
572659,1
496741,1
527938,0
383092,2
580953,2
39336,0
200311,0
4372,6
474813,0
124581,1
154308,1
413848,4
415717,0
496863,6
524040,6
188001,0
7763,1
46377,0
75627,1
144387,1
349698,0
450179,0
506081,0
116793,1
571446,2
200627,0
189251,0
226672,1
522877,0
226432,1
459019,0
220645,0
28079,1
574184,5
409909,0
576602,2
470254,1
161850,1
105202,1
190330,0
459167,0
130803,1
505054,1
370528,2
101676,0
525956,0
414314,1
136187,1
527020,0
132153,1
306450,1
558081,1
4073,3
243703,1
470815,6
515894,0
267492,1
441588,1
572558,2
131435,0
59554,1
412506,2
282260,4
498014,0
558798,2
278528,5
137576,1
384040,6
23628,1
577713,2
357957,2
204073,1
385226,1
440892,0
264639,5
114416,0
502232,0
298719,0
310776,1
243155,4
166029,0
559873,1
148392,1
254977,2
385878,0
63345,1
15703,1
308387,1
45418,1
151818,1
442452,0
262460,0
17032,1
46681,1
287132,5
322857,0
391875,0
554285,4
178369,0
146995,0
558021,1
447419,1
163316,1
79473,1
476792,1
433263,1
232427,5
347643,2
273522,1
137007,1
73193,0
103448,0
141522,1
490800,0
1595,4
165368,1
7869,6
473738,6
101943,1
100639,1
336284,0
191462,0
273341,5
305983,1
478716,1
79828,1
343846,0
385717,5
252435,2
262070,4
192768,0
450861,0
6321,5
249632,4
496720,1
523197,0
445515,0
14656,6
75554,1
157530,0
156706,1
107706,0
437509,0
92221,1
506065,0
216245,1
120099,1
203077,0
470301,0
396974,0
74816,0
13383,0
517362,0
334674,1
221251,1
379170,0
269332,0
113906,1
432416,1
292552,2
87733,1
433737,0
53508,1
301344,5
227871,1
549520,1
485446,1
332103,1
360841,1
411675,0
551239,0
450639,0
317155,0
84270,1
169091,0
308029,1
477717,1
576868,2
338662,1
397425,2
391113,0
530532,1
166608,0
579177,2
11607,1
521932,0
362208,0
446912,1
574022,2
471739,0
264747,0
437317,1
204071,1
282858,0
431288,0
134669,1
576817,5
253574,0
